"Date","Time","Location","Name","Description"
"Tuesday March 07 2017","7 : 30 pm","Tryon Festiv Theatr Krannert Center Perform Arts ( 500 S Goodwin Ave Urbana )","Cultur Talk : Barri Lopez Deke Weaver","This event free ticket requir Purchas ticket event Nation Book Award winner Barri Lopez acclaim passion essay ethic ecolog defin voic poetic narrat human Lopez paint broad pictur acknowledg reciproc frequent dissoci land water anim sustain By blend notion spiritu intimaci imagin art Lopez creat uniqu voic explor step environment interdepend In particular insight human anim connect inform work Univers Illinoi Art Design professor Deke Weaver Note The Unreliabl Bestiari catalogu captiv site specif work includ Elephant Wolf Bear Weaver inspir Lopez abil balanc myth assumpt biolog fact bring beauti dispar detail focus precis point come contact This talk moder Jane Desmond co founder director Internat Forum US Studi professor Anthropolog Gender Women Studi Illinoi CultureTalk collabor initi Office Dean Colleg Fine Appli Arts Center Advanc Studi Illinoi Program Research Human Krannert Center Perform Arts"
"Tuesday March 07 2017","7 : 30 pm","Tryon Festiv Theatr Krannert Center Perform Arts ( 500 S Goodwin Ave Urbana )","Cultur Talk : Barri Lopez Deke Weaver","This event free ticket requir Purchas ticket event Nation Book Award winner Barri Lopez acclaim passion essay ethic ecolog defin voic poetic narrat human Lopez paint broad pictur acknowledg reciproc frequent dissoci land water anim sustain By blend notion spiritu intimaci imagin art Lopez creat uniqu voic explor step environment interdepend In particular insight human anim connect inform work Univers Illinoi Art Design professor Deke Weaver Note The Unreliabl Bestiari catalogu captiv site specif work includ Elephant Wolf Bear Weaver inspir Lopez abil balanc myth assumpt biolog fact bring beauti dispar detail focus precis point come contact This talk moder Jane Desmond co founder director Internat Forum US Studi professor Anthropolog Gender Women Studi Illinoi CultureTalk collabor initi Office Dean Colleg Fine Appli Arts Center Advanc Studi Illinoi Program Research Human Krannert Center Perform Arts"
"Tuesday March 07 2017","7 : 30 pm","Tryon Festiv Theatr Krannert Center Perform Arts 500 S Goodwin Urbana","Barri Lopez Deke Weaver",""
"Wednesday March 08 2017","12 : 00 pm","Charl G Miller Auditorium B102 CLSL","Cell & Development Biolog Seminar : Dr Craig Pikaard Indiana Univers Depart Biolog & Depart Molecular & Cellular Biochemistri Select gene silenc",""
"Wednesday March 08 2017","12 : 00 1 : 30 pm","K1 ( Basement ) Univers yMCA 1001 S Wright St Urbana","Radic Hope : Come Togeth Work Togeth Act Togeth","An inform action workshop open Listen student faculti staff talk press issu — labor race immigr Islamophobia — affect campus communiti era Trump Take action breakout session Speaker : Muhammad yousuf Student Justic Palestin Karen Olowu Black Unite Front UI Ricki Baldwin SEIU Local 73 Gioconda Pérez La Casa Cultur Latina Amal Mir Unite Muslim Minor Advocat UI Harriet Murav Professor Slavic Languag Literatur"
"Wednesday March 08 2017","12 : 00 pm","Room 101 Internat Studi Build ; 910 S Fifth Street ; Champaign IL 61820","CAS Brown Bag : The Legaci Internat Crimin Tribun Rwanda Internat Crimin Law Arena ( ICTR )",""
"Wednesday March 08 2017","12 : 00 pm","Univers yMCA K1 Basement","Radic Hope : An Informat Action Workshop","An inform action workshop open Listen student faculti staff talk press issu — labor race immigr Islamophobia — affect campus communiti era Trump Take action breakout session Vegetarian lunch provid"
"Wednesday March 08 2017","2 : 00 pm","B102 CLSL","Prof Troy van Voorhi MIT Electron dynam complex environ : electron transfer singlet fission",""
"Wednesday March 08 2017","3 : 00 5 : 00 pm","305 A 1 Gregori Hall ( DGS Confer Room )","Graduat Studi Committe Mtg",""
"Wednesday March 08 2017","4 : 00 6 : 00 pm","Spurlock Museum World Cultur 600 S Gregori St Urbana IL 61801","K 12 Profession Develop Workshop Kayapó Film Kayapó Song : Cultur Perform Surviv Amazon Rain Forest","K 12 Profession Develop Workshop Kayapó Film Kayapó Song : Cultur Perform Surviv Amazon Rain Forest Kayapó videograph Krakrax Kayapó Pati Kayapó Bepto Kayapó singer song writer Pykatir Kayapó villag leader Kaket Bepun Univers Illinoi Urbana Champaign campus screen product perform song discuss current struggl rain forest preserv cultur surviv Brazilian Amazon Also accompani Rafael Galvão Associat Protect Forest non government organ dedic protect conserv Kayapó Territori defens Indigen Right Dure event teacher learn cultur languag indigen group Brazil connect indigen right ecolog conserv effort"
"Wednesday March 08 2017","4 : 00 pm","1064 Lincoln Hall","Eugenio Refini John Hopkin Univers Tame Philosoph : Vernacular Read Aristotl Itali 1300 1500",""
"Wednesday March 08 2017","4 : 00 pm","Room 1064 Lincoln Hall 702 S Wright St Urbana","Eugenio Refini John Hopkin Univers : Tame Philosoph : Vernacular Read Aristotl Itali 1300 1500","Bio : Eugenio Refini assist professor Italian studi John Hopkin Univers He obtain PhD Scuola Normal Superior Pisa ( 2010 ) He research fellow Univers Warwick ( 2010 – 2013 ) Ahmanson fellow Villa I Tatti – The Harvard Univers Center Italian Studi ( 2013 – 2014 ) recipi visit fellowship École Normal Supérieur Pari Univers Geneva Harri Ransom Research Center Univers Texa Austin His main research interest Renaiss poetic rhetor drama ; Classic tradit ; intersect music literatur His public monograph Alessandro Piccolomini articl book chapter Ludovico Ariosto Torquato Tasso Giovan Battista Della Porta Latin Human vernacular translat earli modern recept sublim ”"
"Wednesday March 08 2017","4 : 00 pm","1064 Lincoln Hall","Tame Philosoph : Vernacular Read Aristotl Itali 1300 1500",""
"Wednesday March 08 2017","5 : 00 6 : 00 pm","Room 3057 Lincoln Hall","New Major Requir & Social Scienc Research Method Certif Info Session & Pizza","The Info Session introduc chang requir Sociolog major effect Fall 2017 It introduc Social Scienc Research Method Certif The certif Social Scienc Research Method design creat preparatori track undergradu student aspir graduat school research career enhanc prepar social scienc research"
"Wednesday March 08 2017","5 : 00 6 : 00 pm","La Casa Cultur Latina","Bate Papo The South Brasil",""
"Wednesday March 08 2017","5 : 00 7 : 00 pm","La Casa Cultur Latina 1203 W Nevada St Urbana IL 61801","Bate Papo The South Brazil",""
"Wednesday March 08 2017","5 : 00 pm","1092 Lincoln Hall 702 S Wright Urbana","Winter Come : The Trump Regim & American Press",""
"Wednesday March 08 2017","5 : 30 6 : 30 pm","Espresso Royal 1117 W Oregon St Urbana 5 : 30 6 : 30 pm","Italian Convers Group","Italian Convers Group meet Wednesday spring semest Wednesday spring break March 20 24 All level welcom"
"Wednesday March 08 2017","6 : 00 8 : 00 pm","Luci Ellis Loung 1080 FLB","LCTL Film Seri : Wolof Movi Night ( French English subtitl )","Today Satché life Mysteri know strong healthi He accept die astonish fear sad He walk street home town Dakar perceiv past time : parent hous love childhood friend wife kid He keep hear accus : did stay USA countri futur"
"Wednesday March 08 2017","6 : 00 pm","IEI","IEI Potluck",""
"Wednesday March 08 2017","7 : 00 pm","Gregori Hall Room 213","Graduat Student French Cinclub Present : La Bell la Bête ( Beauti Beast English subtitl ) ( 1946 93 min )","Jean Cocteau adapt Beauti Beast ( origin releas Franc Le Bell la bête ) star Josett Day Beauti Jean Marai Beast When merchant ( Marcel André ) told die pick rose Beast garden courag daughter ( Day ) offer back Beast father place The Beast fall love propos marriag night basi ; refus have pledg troth handsom princ ( play Marai ) Eventual drawn repel strang fascin Beast test fidel give key tell return specif time die grief"
"Tuesday Septemb 13 2016","All Day","Spurlock Museum World Cultur","Mediev Irish Masterpiec Modern Reproduct Exhibit","“ Mediev Irish Masterpiec Modern Reproduct ” showcas two extraordinari Univers Illinoi collect modern reproduct mediev Irish art The craft metalwork repres two dozen superb electrotyp facsimil jewelri reliquari Tara Brooch Cross Cong made firm Dublin jewel Edmond Johnson origin 1893 Chicago World’ Fair The art scribe illustr ten limit edit facsimil mediev Irish manuscript Leabhar Breac Book Kell publish learn societi Royal Irish Academi commerci press Urs Graf Verlag Most reproduct acquir Univers 1916 Irish “ Easter Rise ” British rule They celebr Irish cultur part Irish Foundat envis Gertrud Schoepperl note Celtic scholar English Depart This centenari exhibit symposium place reproduct relat mediev origin modern context “ Gaelic Reviv ” construct imagin studi Irish cultur heritag nation ident Ireland America"
"Tuesday Septemb 13 2016","12 : 00 pm","Spurlock Museum 600 South Gregori Urbana","Mediev Irish Masterpiec Modern Reproduct","In 1916 UIUC Museum European Histori acquir remark set high qualiti reproduct major monument earli Irish metalwork art Tara Brooch Ardagh Chalic Cross Cong shrine St Lachtin arm Dublin jewel Edmond Johnson In exhibit piec collect display alongsid nineteenth twentieth centuri facsimil illumin Irish vernacular Latin manuscript loan UIUC Librari Museum hour : Tue 12 5 ; Wed Fri 9 5 ; Sat 10 5 ; Sun 12 4 ; close Monday"
"Friday March 31 2017","All Day","ACES Librari 1101 S Goodwin Urbana IL 61801","Ninth Annual ILLS ( Illinoi Languag Linguist Societi ) Confer","ILLS general linguist confer primarili encourag submiss abstract graduat student This year’ theme “ Languag : Usage Cognit ” ILLS9 featur special session organ confer theme “ Languag : Usage Mind Submiss relat theme especi encourag submiss limit theme Abstract Submiss To submit abstract pleas visit : http : linguistlist.org easyab ILLS9 Submiss limit singl author abstract multi author abstract OR two multi author abstract First present author graduat student Abstract maximum 500 word extra page allow imag data refer Full refer necessari ; pleas ( Author year ) format Abstract submit EasyAb LinguistList.org PDF format NO IDENTIFyING INFORMATION present document \ Submiss close Monday Jan 2 2017 Author notifi abstract decis Februari 2017 For detail pleas visit websit ( http : ills.linguistics.illinois.edu ) contact : ill confer @ illinois.edu Note : Registr open ; open late Februari The ILLS9 schedul avail March The confer free U I student"
"Friday March 31 2017","All Day","TBD","Illinoi Languag & Linguist Societi 9th Annual Graduat student Confer : Languag Usage & Cognit","The ILLS annual confer general linguisitc confer encourag submiss abstract graduat student The theme ILLS9 Languag : Usage Cognit More inform found ills.linguistics.illinois.edu"
"Friday March 31 2017","8 : 30","March 31 : Knight Auditorium Spurlock Museum 600 S Gregori St Urbana ; April 1 The Illini Union 1401 West Green Street Urbana","2017 Joint Area Center Symposium : Govern Global : Challeng Democraci Global Societi","As world grown increas interdepend popul forc closer web relationship requir cooper scale unpreced histori human Structur govern globe call question paradox relationship increas interdepend cooper hand rise sentiment isolation xenophobia studi analyz debat This symposium focus bring lead scholar explor press topic Govern Global enrich student interest scholarship career field relat intern cooper global govern March 31 Knight Auditorium Spurlock Museum 600 S Gregori St Urbana 3 pm – Undergradu Student Research Presentations4 pm – Keynot Lectur : “ Govern Global ” Ed Kolodziej Professor Emeritus Polit Scienc Univers Illinoi Urbana Champaign5 pm – Confer Recept April 1The Illini Union 1401 West Green Street UrbanaLunch Undergradu Poster Present – Room 104Breakfast Plenari Panel Close Remark – Room 210 8 : 30 – 9 : 00 – Continent Breakfast – Room 210 9 : 00 – 9 : 15 – Plenari Reitu Mabokela Vice Provost Internat Affair Global Strategi Univers Illinoi Urbana Champaign – Room 210 9 : 15 – 10 : 15 – Panel 1 : Govern Global Societi Economi : Order Welfar Legitimaci – Room 210 10 : 15 – 10 : 30 – Break 10 : 30 – 11 : 45 – Panel 2 : Challeng Global Societi : Armed Conflict Terror Nuclear Prolifer – Room 210 11 : 45 – 12 : 45 pm – Lunch ( Refresh Undergradu Poster Present – Room 104 ) 12 : 45 – 1 : 45 pm – Panel 3 : Challeng Global Societi : Energi Environ Resourc – Room 210 1 : 45 – 2 : 00 pm – Break 2 : 00 – 3 : 00 pm – Panel 4 : Media Informat Technolog Social Chang – Room 210 3 : 00 – 3 : 15 pm – Break 3 : 15 – 4 : 30 pm – Panel 5 : Histor Perspect Articul Local Global – Room 210 4 : 30 – 4 : 45 pm – Conclus final remark Steve Witt Associat Professor Head Internat Area Studi Librari & Director Center Global Studi Univers Illinoi Urbana Champaign – Room 210"
"Friday March 31 2017","All Day","March 31 : Knight Auditorium Spurlock Museum 600 S Gregori St Urbana ; April 1 The Illini Union 1401 West Green Street Urbana","2017 Joint Area Center Symposium : Govern Global : Challeng Democraci Global Societi","As world grown increas interdepend popul forc closer web relationship requir cooper scale unpreced histori human Structur govern globe call question paradox relationship increas interdepend cooper hand rise sentiment isolation xenophobia studi analyz debat This symposium focus bring lead scholar explor press topic Govern Global enrich student interest scholarship career field relat intern cooper global govern March 31 Knight Auditorium Spurlock Museum 600 S Gregori St Urbana 3 pm – Undergradu Student Research Presentations4 pm – Keynot Lectur : “ Govern Global ” Ed Kolodziej Professor Emeritus Polit Scienc Univers Illinoi Urbana Champaign5 pm – Confer Recept April 1The Illini Union 1401 West Green Street UrbanaLunch Undergradu Poster Present – Room 104Breakfast Plenari Panel Close Remark – Room 210 8 : 30 – 9 : 00 – Continent Breakfast – Room 210 9 : 00 – 9 : 15 – Plenari Reitu Mabokela Vice Provost Internat Affair Global Strategi Univers Illinoi Urbana Champaign – Room 210 9 : 15 – 10 : 15 – Panel 1 : Govern Global Societi Economi : Order Welfar Legitimaci – Room 210 10 : 15 – 10 : 30 – Break 10 : 30 – 11 : 45 – Panel 2 : Challeng Global Societi : Armed Conflict Terror Nuclear Prolifer – Room 210 11 : 45 – 12 : 45 pm – Lunch ( Refresh Undergradu Poster Present – Room 104 ) 12 : 45 – 1 : 45 pm – Panel 3 : Challeng Global Societi : Energi Environ Resourc – Room 210 1 : 45 – 2 : 00 pm – Break 2 : 00 – 3 : 00 pm – Panel 4 : Media Informat Technolog Social Chang – Room 210 3 : 00 – 3 : 15 pm – Break 3 : 15 – 4 : 30 pm – Panel 5 : Histor Perspect Articul Local Global – Room 210 4 : 30 – 4 : 45 pm – Conclus final remark Steve Witt Associat Professor Head Internat Area Studi Librari & Director Center Global Studi Univers Illinoi Urbana Champaign – Room 210"
